 id node (1st cllm), stage actuation duration idle time L (next colms),  cycle duration T  (last col)	 
1	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
2	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
3	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
5	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
6	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
7	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
8	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
9	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
10	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
11	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
12	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
13	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
14	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
15	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	5.6	0.4	 60	 
