id phase (1,2 column), id sensor (3rd column) final, intial detector position (4,5th column), nb posit captured by detect(6th column),case detect with limit position, or id phase (1,2 column), id sensor (3rd column), -1 (4th column) case when detector captures the whole que, or id phase (1,2 column), d sensor (3rd column), a positive number (4th column) indicating that the detecror captures the whole que starting from the position indicated by the number- when a part of que is measured position 1 is indicated by 0 and so forth	 
708	831	1	-1	
708	2371	1	-1	
708	23003	1	-1	
708	709	1	-1	
1497559	709	1	-1	
1497559	2371	1	-1	
1497559	23003	1	-1	
1497559	831	1	-1	
2370	23003	1	-1	
2370	831	1	-1	
2370	709	1	-1	
2370	2371	1	-1	
23004	831	1	-1	
23004	2371	1	-1	
23004	709	1	-1	
23004	23003	1	-1	
23003	24549	1	-1	
23003	23004	1	-1	
24550	23004	1	-1	
24550	24549	1	-1	
709	1206	1	-1	
709	732	1	-1	
709	1085	1	-1	
709	708	1	-1	
216323	1085	1	-1	
216323	708	1	-1	
216323	1206	1	-1	
216323	732	1	-1	
1204	732	1	-1	
1204	708	1	-1	
1204	1085	1	-1	
1204	1206	1	-1	
1205	708	1	-1	
1205	732	1	-1	
1205	1085	1	-1	
1205	1206	1	-1	
23006	24550	1	-1	
23006	1752109	1	-1	
23006	1752108	1	-1	
23006	23005	1	-1	
24549	1752109	1	-1	
24549	23005	1	-1	
24549	1752108	1	-1	
24549	24550	1	-1	
1752111	24550	1	-1	
1752111	1752108	1	-1	
1752111	23005	1	-1	
1752111	1752109	1	-1	
1752107	1752109	1	-1	
1752107	23005	1	-1	
1752107	24550	1	-1	
1752107	1752108	1	-1	
727	216323	1	-1	
727	16462	1	-1	
727	728	1	-1	
732	216323	1	-1	
732	16462	1	-1	
732	728	1	-1	
216305	728	1	1	
216305	216323	1	-1	
216305	16462	1	-1	
216440	1204	1	-1	
216440	20482	1	-1	
216440	23006	1	-1	
216440	1201	1	-1	
1085	1204	1	-1	
1085	20482	1	-1	
1085	23006	1	-1	
1085	1201	1	-1	
23005	1201	1	-1	
23005	1204	1	-1	
23005	20482	1	-1	
23005	23006	1	-1	
20481	1204	1	-1	
20481	23006	1	-1	
20481	1201	1	-1	
20481	20482	1	-1	
728	217793	1	-1	
728	734	1	-1	
728	16467	1	-1	
728	727	1	-1	
733	217793	1	-1	
733	16467	1	-1	
733	727	1	-1	
733	734	1	-1	
16468	727	1	-1	
16468	734	1	-1	
16468	217793	1	-1	
16468	16467	1	-1	
217794	727	1	-1	
217794	16467	1	-1	
217794	734	1	-1	
217794	217793	1	-1	
20477	16468	1	-1	
20477	20481	1	-1	
20477	20478	1	-1	
16467	16468	1	-1	
16467	20481	1	-1	
16467	20478	1	-1	
20482	20478	1	-1	
20482	16468	1	-1	
20482	20481	1	-1	
734	738	1	-1	
734	2351	1	-1	
734	20471	1	-1	
734	733	1	-1	
737	20471	1	-1	
737	733	1	-1	
737	2351	1	-1	
737	738	1	-1	
2350	738	1	-1	
2350	733	1	-1	
2350	20471	1	-1	
2350	2351	1	-1	
20472	733	1	-1	
20472	738	1	-1	
20472	2351	1	-1	
20472	20471	1	-1	
20471	20477	1	-1	
20471	24565	1	-1	
20471	217802	1	-1	
20471	20472	1	-1	
20478	20472	1	-1	
20478	24565	1	-1	
20478	217802	1	-1	
20478	20477	1	-1	
24564	20472	1	-1	
24564	20477	1	-1	
24564	217802	1	-1	
24564	24565	1	-1	
217801	20472	1	-1	
217801	20477	1	-1	
217801	24565	1	-1	
217801	217802	1	-1	
24562	24564	1	-1	
24562	24563	1	-1	
24565	24563	1	-1	
24565	24564	1	-1	
20475	24562	1	-1	
20475	1721893	1	-1	
20475	20476	1	-1	
24563	20476	1	-1	
24563	1721893	1	-1	
24563	24562	1	-1	
1721892	20476	1	-1	
1721892	24562	1	-1	
1721892	1721893	1	-1	
738	742	1	-1	
738	20475	1	-1	
738	737	1	-1	
741	737	1	-1	
741	20475	1	-1	
741	742	1	-1	
20476	737	1	-1	
20476	742	1	-1	
20476	20475	1	-1	
