id node (1st colm), id input lk (2nd colm), id output lk (3nd colm), rout prob next period (5th colm) etc.	 
37593	 708	 831	 0.80	 0.10	 
37593	 708	 2371	 0.10	 0.10	 
37593	 708	 23003	 0.10	 0.80	 
37593	 1497559	 709	 0.10	 0.10	 
37593	 1497559	 2371	 0.10	 0.80	 
37593	 1497559	 23003	 0.80	 0.10	 
37593	 2370	 23003	 0.10	 0.10	 
37593	 2370	 831	 0.10	 0.70	 
37593	 2370	 709	 0.80	 0.20	 
37593	 23004	 831	 0.70	 0.60	 
37593	 23004	 2371	 0.15	 0.30	 
37593	 23004	 709	 0.15	 0.10	 
37605	 709	 1206	 0.15	 0.10	 
37605	 709	 732	 0.24	 0.60	 
37605	 709	 1085	 0.61	 0.30	 
37605	 216323	 1085	 0.61	 0.20	 
37605	 216323	 708	 0.15	 0.70	 
37605	 216323	 1206	 0.24	 0.10	 
37605	 1204	 732	 0.70	 0.30	 
37605	 1204	 708	 0.10	 0.10	 
37605	 1204	 1085	 0.10	 0.50	 
37605	 1204	 1206	 0.10	 0.10	 
37605	 1205	 708	 0.14	 0.20	 
37605	 1205	 732	 0.24	 0.40	 
37605	 1205	 1085	 0.62	 0.40	 
49395	 23006	 24550	 0.62	 0.30	 
49395	 23006	 1752109	 0.14	 0.50	 
49395	 23006	 1752108	 0.24	 0.20	 
49395	 24549	 1752109	 0.80	 0.10	 
49395	 24549	 23005	 0.10	 0.10	 
49395	 24549	 1752108	 0.10	 0.80	 
49395	 1752111	 24550	 0.18	 0.80	 
49395	 1752111	 1752108	 0.22	 0.10	 
49395	 1752111	 23005	 0.60	 0.10	 
49395	 1752107	 1752109	 0.60	 0.60	 
49395	 1752107	 23005	 0.22	 0.20	 
49395	 1752107	 24550	 0.18	 0.20	 
37607	 727	 216323	 0.90	 0.80	 
37607	 727	 16462	 0.10	 0.20
37607	 732	  216323	 0.10	 0.70	 
37607	 732	 16462	 0.30	 0.10	 
37607	 732	 728	 0.60	 0.20	 
37607	 216305	 728	 0.10	 0.80	 
37607	 216305	 216323	 0.90	 0.20	 
37872	 216440	 1204	 0.70	 0.10	 
37872	 216440	 20482	 0.15	 0.60	 
37872	 216440	 23006	 0.15	 0.30	 
37872	 1085	 1204	 0.50	 0.10	 
37872	 1085	 20482	 0.10	 0.40	 
37872	 1085	 23006	 0.10	 0.40	 
37872	 1085	 1201	 0.30	 0.10	 
37872	 23005	 1201	 0.10	 0.30	 
37872	 23005	 1204	 0.10	 0.30	 
37872	 23005	 20482	 0.70	 0.20	 
37872	 23005	 23006	 0.10	 0.20	 
37872	 20481	 1204	 0.15	 0.40	 
37872	 20481	 23006	 0.24	 0.30	 
37872	 20481	 1201	 0.61	 0.30	 
37606	 728	 217793	 0.20	 0.10	 
37606	 728	 734	 0.60	 0.80	 
37606	 728	 16467	 0.20	 0.10	 
37606	 733	 217793	 0.80	 0.30	 
37606	 733	 16467	 0.10	 0.60	 
37606	 733	 727	 0.10	 0.10	 
37606	 16468	 727	 0.10	 0.30	 
37606	 16468	 734	 0.80	 0.40	 
37606	 16468	 217793	 0.10	 0.30	 
37606	 217794	 727	 0.14	 0.10	 
37606	 217794	 16467	 0.62	 0.60	 
37606	 217794	 734	 0.24	 0.30	 
48494	 20477	 16468	 0.90	 0.60	 
48494	 20477	 20481	 0.10	 0.40	 
48494	 16467	 16468	 0.22	 0.60	 
48494	 16467	 20481	 0.60	 0.10	 
48494	 16467	 20478	 0.18	 0.30	 
48494	 20482	 20478	 0.70	 0.30	 
48494	 20482	 16468	 0.30	 0.70	 
37610	 734	 738	 0.70	 0.10	 
37610	 734	 2351	 0.20	 0.10	 
37610	 734	 20471	 0.10	 0.80	 
37610	 737	 20471	 0.10	 0.60	 
37610	 737	 733	 0.70	 0.10	 
37610	 737	 2351	 0.20	 0.30	 
37610	 2350	 738	 0.80	 0.10	 
37610	 2350	 733	 0.10	 0.60	 
37610	 2350	 20471	 0.10	 0.30	 
37610	 20472	 733	 0.10	 0.70	 
37610	 20472	 738	 0.80	 0.10	 
37610	 20472	 2351	 0.10	 0.20	 
48492	 20471	 20477	 0.60	 0.10	 
48492	 20471	 24565	 0.30	 0.60	 
48492	 20471	 217802	 0.10	 0.30	 
48492	 20478	 20472	 0.70	 0.10	 
48492	 20478	 24565	 0.20	 0.60	 
48492	 20478	 217802	 0.10	 0.30	 
48492	 24564	 20472	 0.20	 0.70	 
48492	 24564	 20477	 0.70	 0.10	 
48492	 24564	 217802	 0.10	 0.20	 
48492	 217801	 20472	 0.14	 0.62	 
48492	 217801	 20477	 0.24	 0.14	 
48492	 217801	 24565	 0.62	 0.24	 
48493	 20475	 24562	 0.20	 0.80	 
48493	 20475	 1721893	 0.80	 0.20	 
48493	 24563	 20476	 0.30	 0.70	 
48493	 24563	 1721893	 0.70	 0.30	 
48493	 1721892	 20476	 0.70	 0.30	 
48493	 1721892	 24562	 0.30	 0.70	 
37612	 738	 742	 0.20	 0.70	 
37612	 738	 20475	 0.70	 0.10	 
37612	 738	 737	 0.10	 0.20	 
37612	 741	 737	 0.60	 0.40	 
37612	 741	 20475	 0.40	 0.60	 
37612	 20476	 737	 0.30	 0.10	 
37612	 20476	 742	 0.70	 0.90	 
