IF QUE TYPE=1 PHASE=RT, OTHERWISE  QUE TYPE=0
1	 2	 -1	 0.150	 0 
1	 18	 0	 0.000	 0 
2	 3	 -1	 0.150	 0 
2	 20	 0	 0.000	 0 
3	 4	 -1	 0.150	 0 
3	 22	 0	 0.000	 0 
4	 5	 -1	 0.150	 0 
4	 24	 0	 0.000	 0 
5	 6	 -1	 0.150	 0 
5	 26	 0	 0.000	 0 
6	 7	 -1	 0.150	 0 
6	 28	 0	 0.000	 0 
7	 8	 -1	 0.150	 0 
7	 30	 0	 0.000	 0 
8	 9	 -1	 0.150	 0 
8	 32	 0	 0.000	 0 
9	 10	 -1	 0.150	 0 
9	 34	 0	 0.000	 0 
10	 11	 -1	 0.150	 0 
10	 36	 0	 0.000	 0 
11	 12	 -1	 0.150	 0 
11	 38	 0	 0.000	 0 
12	 13	 -1	 0.150	 0 
12	 40	 0	 0.000	 0 
13	 14	 -1	 0.150	 0 
13	 42	 0	 0.000	 0 
14	 15	 -1	 0.150	 0 
14	 44	 0	 0.000	 0 
15	 16	 -1	 0.150	 0 
15	 46	 0	 0.000	 0 
17	 18	 -1	 0.150	 0 
17	 2	 0	 0.000	 0 
19	 20	 -1	 0.150	 0 
19	 3	 0	 0.000	 0 
21	 22	 -1	 0.150	 0 
21	 4	 0	 0.000	 0 
23	 24	 -1	 0.150	 0 
23	 5	 0	 0.000	 0 
25	 26	 -1	 0.150	 0 
25	 6	 0	 0.000	 0 
27	 28	 -1	 0.150	 0 
27	 7	 0	 0.000	 0 
29	 30	 -1	 0.150	 0 
29	 8	 0	 0.000	 0 
31	 32	 -1	 0.150	 0 
31	 9	 0	 0.000	 0 
33	 34	 -1	 0.150	 0 
33	 10	 0	 0.000	 0 
35	 36	 -1	 0.150	 0 
35	 11	 0	 0.000	 0 
37	 38	 -1	 0.150	 0 
37	 12	 0	 0.000	 0 
39	 40	 -1	 0.150	 0 
39	 13	 0	 0.000	 0 
41	 42	 -1	 0.150	 0 
41	 14	 0	 0.000	 0 
43	 44	 -1	 0.150	 0 
43	 15	 0	 0.000	 0 
45	 46	 -1	 0.150	 0 
45	 16	 0	 0.000	 0 
