['id nd (1st colm),id stage (2nd colm, if id=0 it is rd clear), actuat durat (3rd colm),cycle duration (5th colm), 1st line']	 
['for a given inersection the order of stage id is related to  their priority within the cycle']	 
1	 1	 30	 60 
1	 2	 30	 60
2	 1	 30	 60 
2	 2	 30	 60
3	 1	 30	 60 
3	 2	 30	 60
4	 1	 30	 60 
4	 2	 30	 60
5	 1	 30	 60 
5	 2	 30	 60
6	 1	 30	 60 
6	 2	 30	 60
7	 1	 30	 60 
7	 2	 30	 60
8	 1	 30	 60 
8	 2	 30	 60
9	 1	 30	 60 
9	 2	 30	 60
10	 1	 30	 60 
10	 2	 30	 60
11	 1	 30	 60 
11	 2	 30	 60
12	 1	 30	 60 
12	 2	 30	 60
13	 1	 30	 60 
13	 2	 30	 60
14	 1	 30	 60 
14	 2	 30	 60
15	 1	 30	 60 
15	 2	 30	 60
